id,hsk_level,hanzi,pinyin,english_translation,detailed_english_translation
3260,5,向上,xiàngshàng,upward,"Means upward or toward improvement and progress."
3261,5,象征,xiàngzhēng,symbolize,"Means to symbolize. As a noun, it can also mean a symbol."
3262,5,消费,xiāofèi,consume,"Means to consume or spend money. As a noun, it can also mean consumption."
3263,5,消费者,xiāofèizhě,consumer,"Means a consumer."
3264,5,消化,xiāohuà,digest,"Means to digest. It can also be used more broadly for mentally processing information."
3265,5,消极,xiāojí,negative,"Means negative, passive, or lacking initiative."
3266,5,销量,xiāoliàng,sales volume,"Means sales volume."
3267,5,消失,xiāoshī,disappear,"Means to disappear or fade away."
3268,5,销售,xiāoshòu,sell,"Means to sell. As a noun, it can also mean sales."
3269,5,小姐,xiǎojiě,Miss,"Can mean Miss or young lady, though usage depends a lot on context."
3270,5,小型,xiǎoxíng,small-scale,"Means small-scale or small-sized."
3271,5,小于,xiǎoyú,less than,"Means less than."
3272,5,效率,xiàolǜ,efficiency,"Means efficiency."
3273,5,斜,xié,slanted,"Means slanted, tilted, or diagonal."
3274,5,协议,xiéyì,agreement,"Means an agreement or protocol."
3275,5,写作,xiězuò,writing,"Means writing or the act of composing text."
3276,5,新郎,xīnláng,groom,"Means the groom."
3277,5,心理,xīnlǐ,psychology,"Can mean psychology or someone's mental state."
3278,5,新娘,xīnniáng,bride,"Means the bride."
3279,5,新人,xīnrén,newcomer,"Means a newcomer, new person, or newlywed depending on context."
3280,5,欣赏,xīnshǎng,appreciate,"Means to appreciate, admire, or enjoy."
3281,5,心态,xīntài,mindset,"Means mindset or mental attitude."
3282,5,新型,xīnxíng,new type,"Means a new type or new model."
3283,5,信封,xìnfēng,envelope,"Means an envelope."
3284,5,信任,xìnrèn,trust,"Means to trust. As a noun, it can also mean trust."
3285,5,信用,xìnyòng,credit,"Can mean credit, trust, or trustworthiness."
3286,5,行程,xíngchéng,itinerary,"Means an itinerary, travel route, or schedule."
3287,5,形成,xíngchéng,form,"Means to form or take shape."
3288,5,行动,xíngdòng,action,"Means action or activity. As a verb, it can also mean to take action."
3289,5,行人,xíngrén,pedestrian,"Means a pedestrian or passerby."
3290,5,形容,xíngróng,describe,"Means to describe."
3291,5,形式,xíngshì,form,"Means form or outward form."
3292,5,形势,xíngshì,situation,"Means a situation or general circumstances."
3293,5,行驶,xíngshǐ,travel,"Means to travel along a route, especially for vehicles."
3294,5,行为,xíngwéi,behavior,"Means behavior or conduct."
3295,5,形象,xíngxiàng,image,"Means image, figure, or overall impression."
3296,5,形状,xíngzhuàng,shape,"Means shape or form."
3297,5,行走,xíngzǒu,walk,"Means to walk or move on foot."
3298,5,幸运,xìngyùn,lucky,"Means lucky or fortunate. As a noun, it can also mean luck."
3299,5,性质,xìngzhì,nature,"Means nature or essential character."
3300,5,修改,xiūgǎi,revise,"Means to revise, edit, or modify."
3301,5,修建,xiūjiàn,build,"Means to build or construct."
3302,5,休闲,xiūxián,leisure,"Means leisure or relaxation."
3303,5,需,xū,need,"A formal word meaning to need or require."
3304,5,需求,xūqiú,demand,"Means demand or a requirement."
3305,5,虚心,xūxīn,modest,"Means modest, humble, or open-minded about learning."
3306,5,宣布,xuānbù,announce,"Means to announce or declare."
3307,5,宣传,xuānchuán,promote,"Means to promote, publicize, or spread information."
3308,5,选手,xuǎnshǒu,contestant,"Means a contestant, athlete, or player."
3309,5,学分,xuéfēn,credit,"Means academic credit."
3310,5,学科,xuékē,subject,"Means a subject or academic discipline."
3311,5,学历,xuélì,educational background,"Means educational background or academic qualifications."
3312,5,学年,xuénián,school year,"Means a school year or academic year."
3313,5,学术,xuéshù,academic,"Means academic or related to scholarship and research."
3314,5,学者,xuézhě,scholar,"Means a scholar."
3315,5,雪糕,xuěgāo,ice cream,"Means an ice cream treat or popsicle-like frozen snack."
3316,5,询问,xúnwèn,inquire,"Means to inquire or ask about something."
3317,5,寻找,xúnzhǎo,look for,"Means to look for or seek."
3318,5,训练,xùnliàn,train,"Means to train. As a noun, it can also mean training."
3319,5,迅速,xùnsù,rapid,"Means rapid or fast."
3320,5,呀,yā,ah,"A particle used in speech to add emotion such as surprise, doubt, or emphasis."
3321,5,押金,yājīn,deposit,"Means a deposit, such as a refundable payment."
3322,5,压岁钱,yāsuìqián,New Year gift money,"Means the money given to children during Lunar New Year."
3323,5,鸭子,yāzi,duck,"Means a duck."
3324,5,牙齿,yáchǐ,tooth,"Means a tooth or teeth."
3325,5,沿,yán,along,"Means along or following a line, route, or edge."
3326,5,延长,yáncháng,extend,"Means to extend or lengthen."
3327,5,研发,yánfā,research and development,"Means research and development."
3328,5,严肃,yánsù,serious,"Means serious, solemn, or strict in manner."
3329,5,研制,yánzhì,develop,"Means to develop or manufacture through research."
3330,5,眼,yǎn,eye,"Means an eye. It can also refer to a small opening or a key point in some contexts."
3331,5,演讲,yǎnjiǎng,speech,"Means a speech or lecture. As a verb, it can also mean to give a speech."
3332,5,眼泪,yǎnlèi,tears,"Means tears."
3333,5,阳台,yángtái,balcony,"Means a balcony."
3334,5,样式,yàngshì,style,"Means a style, type, or pattern."
3335,5,腰,yāo,waist,"Means the waist or lower back."
3336,5,摇,yáo,shake,"Means to shake, rock, or swing."
3337,5,咬,yǎo,bite,"Means to bite."
3338,5,要不,yàobù,otherwise,"Means otherwise or how about."
3339,5,要不是,yàobúshì,if it were not for,"Means if it were not for or but for."
3340,5,药品,yàopǐn,medicine,"Means medicine or medicinal products."
3341,5,药物,yàowù,medication,"Means medication, drugs, or medicinal substances."
3342,5,夜间,yèjiān,at night,"Means at night or during nighttime."
3343,5,夜市,yèshì,night market,"Means a night market."
3344,5,业务,yèwù,business,"Can mean business affairs, professional work, or services handled by an organization."
3345,5,业余,yèyú,amateur,"Means amateur or in one's spare time."
3346,5,依据,yījù,basis,"Means a basis or foundation. It can also mean according to."
3347,5,依靠,yīkào,rely on,"Means to rely on or depend on."
3348,5,医疗,yīliáo,medical treatment,"Means medical treatment or healthcare."
3349,5,依然,yīrán,still,"Means still or as before."
3350,5,医学,yīxué,medicine,"Means medicine as a field of study."
3351,5,移,yí,move,"Means to move, shift, or remove."
3352,5,一次性,yícìxìng,disposable,"Means disposable, one-time, or single-use."
3353,5,一代,yídài,generation,"Means a generation."
3354,5,一旦,yídàn,once,"Means once or if it happens that."
3355,5,移动,yídòng,move,"Means to move. It can also describe something as mobile."
3356,5,遗憾,yíhàn,regret,"Means regret or a pity. It can also mean to feel sorry about something."
3357,5,一路,yílù,all the way,"Means all the way or throughout the journey."
3358,5,一路顺风,yílù-shùnfēng,have a good trip,"A common expression meaning have a smooth and pleasant journey."
3359,5,疑问,yíwèn,doubt,"Means a doubt or question."
3360,5,一致,yízhì,consistent,"Means consistent or in agreement."
3361,5,乙,yǐ,second,"Means second in order, like item B or party B."
3362,5,以,yǐ,by means of,"Can mean by means of, with, according to, or in order to, depending on context."
3363,5,以及,yǐjí,as well as,"Means as well as."
3364,5,以来,yǐlái,since,"Means since a certain time or event."
3365,5,亿,yì,100 million,"Means one hundred million."
3366,5,意识,yìshí,awareness,"Means awareness or consciousness. As a verb, it can also mean to realize."
3367,5,意外,yìwài,unexpected,"Means unexpected. As a noun, it can also mean an accident or surprise."
3368,5,意味着,yìwèizhe,mean,"Means to mean, imply, or signify."
3369,5,义务,yìwù,obligation,"Means an obligation or duty."
3370,5,意义,yìyì,meaning,"Means meaning, significance, or importance."
3371,5,因而,yīn'ér,thus,"Means thus or as a result."
3372,5,音量,yīnliàng,volume,"Means sound volume."
3373,5,因素,yīnsù,factor,"Means a factor or element."
3374,5,引进,yǐnjìn,introduce,"Means to bring in or introduce from outside."
3375,5,饮食,yǐnshí,diet,"Means diet or food and drink."
3376,5,印刷,yìnshuā,print,"Means to print. As a noun, it can also mean printing."
3377,5,应当,yīngdāng,should,"Means should or ought to."
3378,5,迎,yíng,welcome,"Can mean to welcome, meet, or face."
3379,5,迎接,yíngjiē,welcome,"Means to welcome, meet, or greet someone."
3380,5,营养,yíngyǎng,nutrition,"Means nutrition or nourishment."
3381,5,营业,yíngyè,do business,"Means to do business or be open for business."
3382,5,影片,yǐngpiàn,film,"Means a film or movie."
3383,5,影视,yǐngshì,film and television,"Means film and television."
3384,5,硬,yìng,hard,"Means hard, stiff, or firm."
3385,5,应对,yìngduì,respond to,"Means to respond to, deal with, or cope with something."
3386,5,硬件,yìngjiàn,hardware,"Means hardware."
3387,5,应用,yìngyòng,apply,"Means to apply or put something to practical use. As a noun, it can also mean an application."
3388,5,拥抱,yōngbào,hug,"Means to hug or embrace."
3389,5,拥有,yōngyǒu,have,"Means to have or possess."
3390,5,勇气,yǒngqì,courage,"Means courage."
3391,5,用法,yòngfǎ,usage,"Means usage or the way something is used."
3392,5,用户,yònghù,user,"Means a user, customer, or account holder."
3393,5,用力,yònglì,use force,"Means to use force or exert physical effort."
3394,5,用品,yòngpǐn,supplies,"Means supplies or articles for use."
3395,5,用途,yòngtú,purpose,"Means purpose or use."
3396,5,优惠,yōuhuì,discount,"Means a discount or preferential treatment."
3397,5,悠久,yōujiǔ,long-standing,"Describes something such as history or tradition as long-standing and old."
3398,5,优良,yōuliáng,excellent,"Means excellent or of very good quality."
3399,5,优美,yōuměi,graceful,"Means graceful, elegant, or beautiful."
3400,5,优势,yōushì,advantage,"Means an advantage or strength."
3401,5,优质,yōuzhì,high-quality,"Means high-quality."
3402,5,由此,yóu cǐ,from this,"Means from this or therefore."
3403,5,邮寄,yóujì,mail,"Means to mail or send by post."
3404,5,邮局,yóujú,post office,"Means a post office."
3405,5,游览,yóulǎn,tour,"Means to tour, sightsee, or visit places."
3406,5,邮票,yóupiào,stamp,"Means a postage stamp."
3407,5,油条,yóutiáo,youtiao,"Means youtiao, the long deep-fried breadstick commonly eaten for breakfast."
3408,5,犹豫,yóuyù,hesitate,"Means to hesitate."
3409,5,有害,yǒu hài,harmful,"Means harmful."
3410,5,有力,yǒulì,strong,"Means strong, forceful, or powerful."
3411,5,有利,yǒulì,favorable,"Means favorable, beneficial, or advantageous."
3412,5,有限,yǒuxiàn,limited,"Means limited or finite."
3413,5,有益,yǒuyì,beneficial,"Means beneficial or useful."
3414,5,有助于,yǒuzhùyú,help with,"Means to help with or contribute to something."
3415,5,幼儿园,yòu'éryuán,kindergarten,"Means kindergarten or nursery school."
3416,5,娱乐,yúlè,entertainment,"Means entertainment or amusement. As a verb, it can also mean to entertain."
3417,5,语气,yǔqì,tone,"Means tone of voice or manner of speaking."
3418,5,雨水,yǔshuǐ,rainwater,"Means rainwater or rainfall."
3419,5,语文,yǔwén,Chinese language,"In mainland China, this usually refers to Chinese language and literature as a school subject."
3420,5,语音,yǔyīn,speech sounds,"Means speech sounds, pronunciation, or voice audio depending on context."
3421,5,预报,yùbào,forecast,"Means a forecast or prediction."
3422,5,预测,yùcè,predict,"Means to predict or forecast."
3423,5,预订,yùdìng,book in advance,"Means to book or reserve in advance."
3424,5,预防,yùfáng,prevent,"Means to prevent or guard against."
3425,5,预计,yùjì,expect,"Means to expect, estimate, or predict."
3426,5,玉米,yùmǐ,corn,"Means corn."
3427,5,预约,yùyuē,make an appointment,"Means to make an appointment or reservation."
3428,5,原,yuán,original,"Can mean original, primary, or raw."
3429,5,圆,yuán,round,"Means round or circular."
3430,5,原有,yuán yǒu,original,"Means original or formerly existing."
3431,5,元旦,Yuándàn,New Year's Day,"Means New Year's Day."
3432,5,员工,yuángōng,employee,"Means an employee or staff member."
3433,5,原则,yuánzé,principle,"Means a principle."
3434,5,愿,yuàn,be willing to,"Can mean to be willing to, wish, or hope."
3435,5,愿望,yuànwàng,wish,"Means a wish or desire."
3436,5,约定,yuēdìng,agree on,"Means to agree on something in advance. As a noun, it can also mean an agreement."
3437,5,运,yùn,transport,"Can mean transport, move, carry, or luck depending on context."
3438,5,运费,yùnfèi,shipping fee,"Means the shipping or freight fee."
3439,5,运气,yùnqi,luck,"Means luck."
3440,5,运输,yùnshū,transport,"Means to transport or carry. As a noun, it can also mean transportation."
3441,5,运用,yùnyòng,use,"Means to use or apply something."
3442,5,在场,zàichǎng,present,"Means to be present at the scene or in the place where something is happening."
3443,5,在乎,zàihu,care about,"Means to care about or mind something."
3444,5,在内,zàinèi,included,"Means included or within."
3445,5,在线,zàixiàn,online,"Means online."
3446,5,在于,zàiyú,lie in,"Means to lie in or depend on."
3447,5,赞成,zànchéng,approve,"Means to approve of or agree with."
3448,5,糟,zāo,bad,"Means bad, messy, or spoiled."
3449,5,糟糕,zāogāo,terrible,"Means terrible or awful."
3450,5,早期,zǎoqī,early stage,"Means the early stage or early period."
3451,5,早晚,zǎowǎn,sooner or later,"Means sooner or later. It can also literally mean morning and evening."
